date,1. open,2. high,3. low,4. close,5. volume
2017-10-06,194.3,198.92,192.05,198.02,15096222.0
2017-10-09,199.1,199.4,196.56,196.87,6912140.0
2017-10-10,197.85,198.3,192.1,195.08,6179012.0
2017-10-11,195.57,196.22,193.81,194.95,5544715.0
2017-10-12,196.75,198.62,194.71,195.86,7723224.0
2017-10-13,199.7,200.82,197.19,199.49,11929816.0
2017-10-16,201.95,202.83,197.86,202.68,18103086.0
2017-10-17,200.11,204.38,197.77,199.48,23819054.0
2017-10-18,199.99,200.01,194.25,195.54,11133883.0
2017-10-19,193.01,195.25,191.16,195.13,7007447.0
2017-10-20,195.9,196.38,193.77,194.16,5907121.0
2017-10-23,194.17,194.9,191.03,192.47,6952997.0
2017-10-24,192.75,196.74,191.4,196.02,6985460.0
2017-10-25,195.38,197.06,193.01,193.77,5231713.0
2017-10-26,194.66,197.61,194.08,195.21,5101258.0
2017-10-27,197.2,200.65,196.22,199.54,8088364.0
2017-10-30,199.62,201.1,197.07,198.37,5412277.0
2017-10-31,198.21,198.59,195.22,196.43,5437925.0
2017-11-01,197.24,199.2,196.0,198.0,4983343.0
2017-11-02,197.45,199.44,197.09,199.32,3578289.0
2017-11-03,199.8,200.55,197.99,200.01,3643216.0
2017-11-06,200.0,202.48,198.09,200.13,5834857.0
2017-11-07,200.0,200.61,194.8,195.89,6413310.0
2017-11-08,196.0,197.09,194.74,196.44,4237398.0
2017-11-09,194.46,194.49,190.81,193.9,5839579.0
2017-11-10,191.61,192.59,189.5,192.02,6609739.0
2017-11-13,191.12,196.05,191.0,195.08,4598005.0
2017-11-14,193.64,195.88,193.0,195.71,3408535.0
2017-11-15,194.54,195.42,191.53,192.12,4162712.0
2017-11-16,194.33,197.7,193.75,195.51,5655042.0
2017-11-17,195.74,195.95,192.65,193.2,3753775.0
2017-11-20,193.3,194.32,191.9,194.1,3727412.0
2017-11-21,195.04,197.52,194.97,196.23,4598017.0
2017-11-22,196.58,196.75,193.63,196.32,5879771.0
2017-11-24,196.65,196.9,195.33,195.75,2160300.0
2017-11-27,195.56,195.85,194.0,195.05,3186677.0
2017-11-28,195.34,199.68,194.01,199.18,6942358.0
2017-11-29,198.91,199.029,184.32,188.15,14180063.0
2017-11-30,190.31,190.86,186.68,187.58,6615427.0
2017-12-01,186.99,189.8,185.0,186.82,6215663.0
2017-12-04,189.36,189.72,178.38,184.04,9069765.0
2017-12-05,183.5,188.14,181.19,184.21,5547802.0
2017-12-06,183.38,186.4844,182.88,185.3,5006257.0
2017-12-07,185.71,187.34,183.22,185.2,4543492.0
2017-12-08,186.5,189.42,186.3,188.54,4909440.0
2017-12-11,187.85,189.42,185.91,186.22,5131319.0
2017-12-12,186.01,187.85,184.8183,185.73,4135595.0
2017-12-13,186.1,188.69,185.41,187.86,4653749.0
2017-12-14,187.98,192.64,187.2,189.56,7677048.0
2017-12-15,189.61,191.43,188.01,190.12,7048874.0
2017-12-18,191.2,191.65,188.9,190.42,4944337.0
2017-12-19,190.18,190.2981,185.75,187.02,6526555.0
2017-12-20,187.94,189.11,185.26,188.82,5814609.0
2017-12-21,189.44,190.95,187.58,188.62,3522551.0
2017-12-22,188.33,190.95,186.8,189.94,3760922.0
2017-12-26,189.78,189.94,186.4,187.76,3032707.0
2017-12-27,187.8,188.1,185.22,186.24,3932094.0
2017-12-28,187.18,194.49,186.85,192.71,10080261.0
2017-12-29,192.51,193.95,191.22,191.96,5158845.0
2018-01-02,196.1,201.65,195.42,201.07,10854449.0
2018-01-03,202.05,206.21,201.5,205.05,8526678.0
2018-01-04,206.2,207.05,204.0006,205.63,5999150.0
2018-01-05,207.25,210.02,205.59,209.99,6947850.0
2018-01-08,210.02,212.5,208.44,212.05,5508816.0
2018-01-09,212.11,212.98,208.59,209.31,5773129.0
2018-01-10,207.57,213.64,206.91,212.52,5783171.0
2018-01-11,214.29,217.75,213.35,217.24,6936990.0
2018-01-12,217.18,222.55,216.0,221.23,8150809.0
2018-01-16,224.24,226.07,217.2,221.53,10344272.0
2018-01-17,221.0,221.15,216.32,217.5,8979616.0
2018-01-18,220.34,220.58,216.55,220.33,8104960.0
2018-01-19,222.75,223.49,218.5,220.46,10257129.0
2018-01-22,222.0,227.785,221.2,227.58,13078653.0
2018-01-23,255.05,257.71,248.02,250.29,27518256.0
2018-01-24,250.88,261.71,249.311,261.3,17116019.0
2018-01-25,263.0,272.3,260.23,269.7,15127209.0
2018-01-26,271.485,274.6,268.76,274.6,10841105.0
2018-01-29,274.2,286.81,273.92,284.59,17290833.0
2018-01-30,277.0,282.73,272.7,278.8,11983092.0
2018-01-31,281.94,282.289,269.58,270.3,11192988.0
2018-02-01,266.41,271.95,263.38,265.07,9468021.0
2018-02-02,263.0,270.62,262.71,267.43,8968632.0
2018-02-05,262.0,267.899,250.03,254.26,11121359.0
2018-02-06,247.7,266.7,245.0,265.72,12285458.0
2018-02-07,266.58,272.45,264.325,264.56,8679872.0
2018-02-08,267.08,267.62,250.0,250.1,8711249.0
2018-02-09,253.85,255.7999,236.11,249.47,16282837.0
2018-02-12,252.14,259.15,249.0,257.95,8453411.0
2018-02-13,257.29,261.41,254.7,258.27,6758332.0
2018-02-14,260.47,269.88,260.33,266.0,10819780.0
2018-02-15,270.03,280.5,267.63,280.27,10661768.0
2018-02-16,278.73,281.96,275.69,278.52,8223309.0
2018-02-20,277.74,285.812,276.61,278.55,7691297.0
2018-02-21,282.07,286.64,280.01,281.04,9289130.0
2018-02-22,283.88,284.5,274.45,278.14,8769251.0
2018-02-23,281.0,286.0,277.81,285.93,7224968.0
2018-02-26,288.75,295.6475,287.01,294.16,10203579.0
2018-02-27,294.77,297.36,290.59,290.61,9187578.0
2018-02-28,293.1,295.75,290.78,291.38,7422673.0
2018-03-01,292.75,295.25,283.83,290.39,11816347.0
